,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
720810,8688747027,54086MM,NY,COM,07/11/2019,14,VAN,FORD,T,34670,10510,10610,20210131,18.0,18,18,355437,T106,J,0127P,,NY,O,121,W 45th St,,0,408,H1,,YYYYYYY,,,BL,,2019,,0,07,,,,
7689116,4675096700,FFE7742,NY,PAS,12/27/2019,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0431P,,BK,,,SB 65TH ST @ W 2ND S,T,0,1180,B,T,,,,RD,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7407785,8725522358,HRZ2915,NY,PAS,01/03/2020,38,4DSD,HYUND,T,14690,11740,36490,20200222,104.0,104,104,358609,T402,E,0213P,,Q,F,5618,69th St,,0,408,J6,, YYYYYY,0900A,0700P,BL,,2011,,0,17,,,,
584931,5107140970,82282MJ,NY,COM,07/02/2019,7,PICK,FORD,V,0,0,0,0,,0,0,0,,,0709A,,QN,,,BEACH CHANNEL DR (S/,B) @ HASSOCK ST,0,1111,D,T,,,,BK,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
4077981,1463105230,7534497,GV,PAS,10/08/2019,14,DELV,,P,0,0,0,0,,0,401,955318,0401,0.0,0425P,,NY,,,S/S E 53 ST,MADISON AVE,0,408,C,,YYYYYBB,0700A,0600P,WH,0.0,0,-,0,,,,,
10591244,8822700387,XBWM49,NJ,PAS,02/28/2020,31,VAN,ME/BE,T,34590,10510,13610,88880088,14.0,14,14,363141,T106,M,1058A,,NY,F,100,W 41st St,,0,408,K1,, YYYYY,0700A,0600P,GREY,,0,,0,15,,,,
4264006,4669705222,HWM6654,NY,OMS,10/21/2019,36,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,0755P,,MN,,,NB BROADWAY @ W 228T,H ST,0,1180,B,T,,,,GY,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3265560,8733885011,HKM6916,NY,OMS,09/03/2019,38,2DSD,SMART,T,9140,13490,13740,20190930,108.0,108,108,357347,T401,R,0213P,,Q,F,64-04,39th Ave,,0,408,I3,, YYYYYY,0900A,0700P,WH,,2016,,0,41,,,,
5650764,8680671162,AF49993,PA,PAS,11/26/2019,84,REFG,FRUEH,T,10610,34030,34050,88880088,13.0,13,13,363080,MTTF,D,0802A,,NY,F,56,7th Ave,,0,408,C3,,YYYYYYY,,,WHITE,,0,,0,12,,,,
1880360,8667289917,HUT5912,NY,PAS,08/14/2019,70,SUBN,TOYOT,T,39800,39950,57700,20210827,122.0,122,122,367939,T303,E,0157P,,R,F,148,New Dorp Ln,,0,408,I4,,YYYYYYY,,,WHITE,,2017,,0,03-P,,,,
7917252,8702283992,JHM3288,NY,PAS,01/24/2020,40,SUBN,FORD,T,68290,14190,14190,20210731,108.0,108,108,358580,T401,L,0309A,,Q,O,67-01,Woodside Ave,,0,408,K6,,YYYYYYY,,,BK,,2019,,0,J-AM,,,,
3073543,8649280274,CMU5125,NY,PAS,09/03/2019,21,SUBN,BUICK,T,37280,40230,13980,20191031,63.0,63,63,355151,T302,N,1156A,,K,F,937,E 56th St,,0,408,D1,,  Y,1130A,0100P,BK,,2019,,0,C,,,,
4476109,8721096235,JKX4516,NY,PAS,10/11/2019,14,4DSD,HONDA,T,64790,18790,18940,20210714,103.0,103,103,365853,T402,O,1109A,,Q,F,9502,Sutphin Blvd,,0,408,I4,,YYYYYYY,,,BK,,2019,,0,12,,,,
8683166,8800300923,HZT3261,NY,PAS,02/04/2020,21,SUBN,NISSA,T,65620,26010,26040,20201005,40.0,40,40,369608,T201,Y,0845A,,BX,O,443,St Anns Ave,,0,408,D1,,  Y  Y,0830A,1000A,GY,,2010,,0,09,,,,
6134564,8793403756,31482ME,NY,COM,11/08/2019,40,DELV,HIN,T,57390,40404,40404,20191231,114.0,114,114,357787,T401,H,1253P,,Q,O,31--18,Newtown Ave,,0,408,J6,,YYYYYYY,,,WH,,2014,,0,29-P,,,,
303832,8740874862,HMM3926,NY,PAS,06/28/2019,71,4DSD,BMW,T,0,0,0,20181122,122.0,122,122,359289,T303,M,0731A,,R,I,S,Ilyse Ct,80ft W/of Boyce Ave,0,408,J3,,YYYYYYY,,,GREY,,0,,0,A-AM,,,,
6325965,4674386860,GRV2622,NY,PAS,12/24/2019,36,4DSD,INFIN,V,0,0,0,0,,0,0,0,,,0755A,,QN,,,EB ROCKAWAY BLVD @ 1,00TH ST,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9265153,8776968935,B85LNG,NJ,PAS,02/14/2020,40,4DSD,ME/BE,T,68930,20530,64330,88880088,84.0,84,84,369613,T301,F,1222P,,K,F,393,Pacific St,,0,408,E2,,YYYYYYY,,,WHITE,,0,,1,05,,,,
6427028,8755685961,JJS3083,NY,PAS,12/06/2019,21,4DSD,TOYOT,T,68020,26760,66120,20210725,42.0,42,42,362641,T201,N,0822A,,BX,O,3706,3rd Ave,,0,408,D1,,  Y  Y,0800A,0930A,BK,,2014,,0,F,,,,
5552464,4672080699,AP13004,CT,PAS,11/21/2019,36,SD,NISSA,V,0,0,0,0,,0,0,0,,,1004A,,BK,,,NB KINGS HWY @ TILDE,N AVE,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7280459,4675480238,M14HUN,NJ,PAS,01/06/2020,36,WAGO,NISSA,V,10350,40404,40404,0,,0,0,0,,,0449P,,BK,,,SB 4TH AVE @ 28TH ST,,0,1180,B,T,,,,GY.,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7245337,4674881675,HBS6989,NY,PAS,12/26/2019,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0945P,,BX,,,EB E GUN HILL RD @ B,ARNES AVE,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6972341,8767276404,EVH9743,NY,PAS,11/29/2019,21,SUBN,SUBAR,T,34440,57970,60790,20211022,100.0,100,100,363493,T402,M,0836A,,Q,O,143,Beach 125th St,,0,408,C,,     Y,0830A,1000A,WH,,2009,,0,V,,,,
3822280,8705326710,J16KTM,NJ,PAS,10/08/2019,37,4DSD,VOLKS,T,12010,37350,37370,88880088,33.0,33,33,365826,T103,P,0151P,0143P,NY,F,319,Audubon Ave,,0,408,I3,, YYYYYY,0900A,0700P,GREY,,0,,0,62,,,,
304886,8737330780,HLA5760,NY,PAS,07/25/2019,21,SUBN,VOLVO,T,26730,80430,72730,20201113,77.0,77,77,367350,T301,N,1159A,,K,F,706,Classon Ave,,0,408,D1,, Y  Y,1130A,0100P,BK,,1993,,0,12,,,,
1305869,8605429460,HUV8580,NY,PAS,08/03/2019,14,4DSD,HONDA,T,0,0,0,20191218,46.0,46,46,331666,T801,A,0825P,,BX,I,E,Loring Pl,120ft S/of W 183rd S,0,408,D,,YYYYYYY,,,BL,,2003,,0,D,,,,
5756235,8727548168,2818665,IN,PAS,10/30/2019,82,TRAC,INTER,T,10510,34690,34710,88880088,18.0,18,18,363141,T106,M,1159A,,NY,F,1185,6th Ave,,0,408,C,,YYYYYYY,,,WHITE,,0,,0,22,,,,
3128808,8687390257,86239MM,NY,COM,09/19/2019,19,VAN,FRUEH,T,42730,85730,54070,88880088,79.0,79,79,351338,T301,G,0218P,,K,F,1488,Fulton St,,0,408,D,,YYYYYYY,,,BROWN,,2020,,0,09,,,,
10292616,8743572649,HUV3140,NY,PAS,03/24/2020,31,SUBN,ME/BE,T,34490,0,0,20211004,14.0,14,14,358892,T106,X,0310P,,NY,I,S,W 36th St,15ft E/of 6th Ave,0,408,I3,, YYYYY,0600A,0600P,BK,,2011,,0,99,,,,
1577337,4011615020,HBS7770,NY,PAS,07/03/2019,5,4DSD,NISSA,V,0,50750,0,0,,0,0,0,,,0250P,,QN,,,SB WOODHAVEN BLVD @,METROPOLITAN AVE,0,1111,C,T,,,,RD,,2008,,0,,BUS LANE VIOLATION,,,
5523667,4671279423,53311JZ,NY,COM,11/11/2019,36,VAN,ME/BE,V,0,13610,0,0,,0,0,0,,,0653A,,MN,,,WB W HOUSTON ST @ W,BROADWAY,0,1180,B,T,,,,WH,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7160645,8802408180,P831741,IL,PAS,12/03/2019,77,BUS,MCI,T,10510,13810,16510,88880088,18.0,18,18,365351,MTTF,E,0702P,,NY,F,133O,6th Ave,,0,408,C,,YYYYYYY,,,GREY,,0,,0,01,,,,
6698844,4673189449,75230MM,NY,COM,12/05/2019,36,VAN,FORD,V,0,0,0,0,,0,0,0,,,0901P,,QN,,,EB NORTHERN BLVD @ 1,08TH ST,0,1180,B,T,,,,WH,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5429916,1463383710,84036MG,NY,COM,11/14/2019,46,DELV,HIN,P,34570,10510,13610,20200731,,0,401,957947,0401,0.0,0911A,,NY,F,104,W 40 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0.0,2015,-,0,,,,,
10046013,4681012622,JMR8959,NY,PAS,03/12/2020,36,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0454P,,BX,,,NB GOULDEN AVE @ BED,FORD PARK BLVD,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6733158,4674385775,JFM2088,NY,OMS,12/24/2019,36,4DSD,KIA,V,0,19895,0,0,,0,0,0,,,0745A,,QN,,,WB SEAGIRT BLVD @ CR,EST RD,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7219812,4012611355,JKH9049,NY,PAS,12/16/2019,5,2DSD,FORD,V,0,0,0,0,,0,0,0,,,0221P,,MN,,,EB W 14TH STREET @ 5,TH AVE,0,1111,C,T,,,,RD,,2068,,0,,BUS LANE VIOLATION,,,
8881549,4678708133,HKH6977,NY,PAS,02/14/2020,36,2DSD,VOLKS,V,0,0,0,0,,0,0,0,,,1221P,,BX,,,EB E TREMONT AVE @ E,LM DR,0,1180,B,T,,,,WH,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3304020,8738776996,57456MG,NY,COM,09/09/2019,38,DELV,FRUEH,T,17550,10210,10110,20200731,13.0,13,13,366472,T102,H,1010A,,NY,F,201,E 28th St,,0,408,I4,, YYYYYY,0900A,0700P,RD,,2013,,0,11,,,,
9783788,8755786340,GXR6672,NY,PAS,02/29/2020,16,SUBN,SUBAR,T,17450,10010,11815,20210322,13.0,13,13,367943,T102,C,0708A,,NY,F,440,E 23rd St,,0,408,J3,, YYYYYY,0700A,0600P,WH,,2015,,0,19,,,,
2861248,4664472377,EDU8205,NY,PAS,08/29/2019,36,4DSD,KIA,V,0,0,0,0,,0,0,0,,,0454P,,QN,,,WB UNION TPKE @ 259T,H ST,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8189027,8787972268,38015KA,NY,COM,01/07/2020,21,VAN,GMC,T,57190,22130,22390,20211118,113.0,113,113,370249,T402,M,0906A,,Q,F,134-30,Guy R Brewer Blvd,,0,408,E5,, YY,0900A,0930A,YW,,2004,,0,Q,,,,
3398693,8750595234,PM4L3N,MO,PAS,09/24/2019,14,SUBN,HYUND,T,37701,11010,13610,20200888,34.0,34,34,357736,T103,B,0723A,,NY,O,517,W 212th St,,0,408,C,, YYYYY,0700A,0400P,WHITE,,0,,0,Q,,,,
1716627,4663077122,1DSY85,MA,PAS,08/19/2019,36,SD,NISSA,V,0,10910,0,0,,0,0,0,,,0634A,,QN,,,WB MERRICK BLVD @ 10,9TH AVE,0,1180,B,T,,,,,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
400572,1447675678,GSN6856,NY,PAS,07/03/2019,20,SUBN,AUDI,X,10010,17310,17330,20200928,13.0,13,839,111132,0839,0000,0840A,,NY,F,280,FIRST AVENUE,,0,408,D1,,BBBBBBB,ALL,ALL,BLUE,0.0,2010,-,0,,,,,
6121454,8792557016,69587ML,NY,COM,11/04/2019,40,VAN,HIN,T,35550,15710,11710,20200430,24.0,24,24,350439,T103,G,0859A,,NY,O,100,W 89th St,,0,408,D1,,YYYYYYY,,,WH,,2018,,0,39,,,,
659235,8628738319,FZA5764,NY,PAS,07/01/2019,71,4DSD,HONDA,T,15420,0,0,20200614,6.0,6,6,351250,T105,C,0921A,,NY,I,S,Clarkson St,60ft E/of Hudson St,0,408,J6,,YYYYYYY,,,GY,,2017,,0,011,,,,
7886168,8660439510,30990MK,NY,COM,01/17/2020,14,VAN,CHEVR,T,16310,27590,25090,88880088,7.0,7,7,371232,T101,S,1100A,,NY,F,90,Delancey St,,0,408,K7,,YYYYYYY,,,WHITE,,2016,,0,14,,,,
4297029,5107885470,HNR5052,NY,PAS,08/16/2019,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0633P,,ST,,,FOREST AVE (W/B) @ S,OUTH AVE,0,1111,D,T,,,,BK,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5126349,5108464241,HTZ6241,NY,PAS,09/30/2019,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0923A,,QN,,,NORTHERN BLVD (W/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,GY,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
3076823,8630593404,12343MG,NY,COM,09/24/2019,14,VAN,FRUEH,T,51790,8790,8990,88880088,115.0,115,115,368584,T401,P,1029A,,Q,F,37-05,Junction Blvd,,0,408,E5,,YYYYYYY,,,BROWN,,2015,,0,15-A,,,,
3204434,8725890700,DSE3450,NY,PAS,09/13/2019,21,SUBN,JEEP,T,15940,23490,58590,20200726,107.0,107,107,356342,T402,O,1052A,,Q,F,15324,76th Rd,,0,408,D1,,     Y,1030A,1200A,GR,,2011,,0,E,,,,
10383055,8771180436,XBAL20,NJ,PAS,03/16/2020,69,VAN,FORD,T,34230,10410,10510,88880088,13.0,13,13,368561,T102,D,0740A,,NY,F,67,W 23rd St,,0,408,H1,, YYYYYY,0700A,0700P,WHITE,,0,,0,19,,,,
4332098,8555592884,JBW6684,NY,PAS,10/24/2019,21,SUBN,TOYOT,T,7040,7290,28790,20210101,114.0,114,114,355249,T401,L,0848A,,Q,F,25-44,23rd St,,0,408,D1,, Y  Y,0830A,1000A,GR,,2004,,0,R,,,,
6874573,8739941383,2530052,ME,PAS,12/06/2019,66,TRLR,NS/OT,T,0,0,0,20190088,42.0,42,42,364841,T201,C,0227P,,BX,I,S,E 166th St,70ft E/of Park Ave,0,408,J3,,YYYYYYY,,,BLACK,,0,,0,01,,,,
1171131,4660819863,JEC8649,NY,PAS,07/31/2019,36,VAN,FORD,V,0,0,0,0,,0,0,0,,,0302P,,QN,,,NB FRANCIS LEWIS BLV,D @ 42ND RD,0,1180,B,T,,,,WH,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2390851,4663902870,JDV3252,NY,PAS,08/23/2019,36,SUBN,VOLVO,V,0,0,0,0,,0,0,0,,,0523P,,BX,,,SB UNIVERSITY AVE @,W BURNSIDE AVE,0,1180,B,T,,,,GR,,0,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
10252044,8724536313,91BD00,NY,MOT,03/06/2020,38,MCY,NS/OT,T,7990,64290,9640,20200430,114.0,114,114,370875,T401,Q,1001A,,Q,F,40-12,31st Ave,,0,408,I4,, YYYYYY,0800A,0700P,BLACK,,0,,0,30-A,,,,
1219744,4661604921,GGZ8941,NY,PAS,08/06/2019,36,SUBN,JEEP,V,0,19895,0,0,,0,0,0,,,0349P,,QN,,,WB SEAGIRT BLVD @ CR,EST RD,0,1180,B,T,,,,BR,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
10441959,8787774112,70617MN,NY,COM,03/09/2020,64,DELV,FRUEH,T,17850,10110,32620,20201130,17.0,17,17,347687,MTTF,C,0656A,,NY,F,303,E 43rd St,,0,408,C,,YYYYYYY,,,WH,,2016,,0,18,,,,
4077670,1463037144,AT266V,NJ,PAS,10/21/2019,14,VAN,INTER,P,23190,33970,14810,0,6.0,6,401,921002,0401,0.0,1044A,,NY,F,531,HUDSON ST,,0,408,C,,BBBBBBB,ALL,ALL,GRN,0.0,0,-,0,,,,,
7812685,4677174374,KHB5309,PA,PAS,01/27/2020,36,SW,CADIL,V,0,0,0,0,,0,0,0,,,0927A,,MN,,,NB BROADWAY @ W 228T,H ST,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6024742,8780559414,NKFX16,FL,PAS,11/14/2019,37,4DSD,HONDA,T,16190,40404,40404,88880088,112.0,112,112,369615,T402,H,1237P,1211P,Q,O,118-21,78th Ave,,0,408,F1,, YYYYYY,0900A,0400P,GREY,,0,,0,09,,,,
2459670,4665796841,HTB6237,NY,PAS,09/12/2019,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0634A,,BK,,,EB 86TH ST @ BAY 14T,H ST,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
10075573,4681633320,32157BB,NY,OMR,03/12/2020,36,BUS,FORD,V,0,0,0,0,,0,0,0,,,0209P,,BK,,,NB KINGS HWY @ TILDE,N AVE,0,1180,B,T,,,,GL,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
176615,8591892800,M87KVJ,NJ,PAS,07/18/2019,21,4DSD,BMW,T,66030,11485,95030,88880088,94.0,94,94,358579,T802,B,0009A,,K,O,70,N 4th St,,0,408,D1,, Y  Y,1200A,0300A,WHITE,,0,,0,V,,,,
6199044,1464117550,HTY5496,NY,PAS,12/14/2019,67,SUBN,HONDA,S,0,0,0,20211012,82.0,82,0,589383,KS11,0.0,0701A,,K,,,C/O CROPSEY AVE,BAY 31 ST,0,408,E2,,BBBBBBB,ALL,ALL,GN,0.0,0,-,0,,,,,
1509702,1454280451,ES300H,NY,PAS,08/07/2019,19,SDN,LEXUS,P,14080,28830,35330,20200731,70.0,70,70,960956,0070,0.0,1244P,,K,F,1119,AVE J,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2013,-,0,,,,,
5200897,8727998095,HXS4415,NY,PAS,11/08/2019,20,SUBN,HONDA,T,70720,27630,12220,20200418,52.0,52,52,365846,T801,A,1019P,,BX,O,2927,Valentine Ave,,0,408,D,,YYYYYYY,,,BL,,2003,,0,K,,,,
944305,8744563218,920MLH,FL,PAS,07/08/2019,21,SUBN,ACURA,T,14080,86030,54050,20210388,63.0,63,63,362240,T302,G,1158A,,K,F,4412,Avenue J,,0,408,J6,, Y,1100A,1230A,GREY,,0,,0,11,,,,
2648675,8746417540,HLT9290,NY,PAS,09/16/2019,38,PICK,FORD,T,0,0,0,20210228,40.0,40,40,367974,T201,L,0417P,,BX,I,S,E 152nd St,39ft E/of Bergen Ave,0,408,I4,, YYYYYY,0800A,0700P,WH,,2005,,0,35,,,,
5660401,8657274759,T480040C,NY,OMT,11/06/2019,14,4DSD,TOYOT,T,37470,0,0,20200131,34.0,34,34,363580,T103,B,0234A,,NY,I,N,W 186th St,5ft E/of Overlook Te,0,408,E2,,YYYYYYY,,,BK,,2015,,0,V,,,,
498300,4658240841,CKU8068,NY,PAS,07/12/2019,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,1152A,,MN,,,SB BROADWAY @ W 196T,H ST,0,1180,B,T,,,,BR,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6302375,4673897109,HFK6303,NY,PAS,12/13/2019,36,PICK,CHEVR,V,0,0,0,0,,0,0,0,,,1206P,,QN,,,EB ATLANTIC AVE @ 11,1TH ST,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5430680,1463425582,CPG9605,NY,PAS,11/06/2019,17,SUBN,TOYOT,P,17810,10210,97740,20210828,,0,401,945990,0401,0.0,1258P,,NY,F,210,E 41 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0.0,0,-,0,,,,,
963359,8746668494,YM656Y,NJ,PAS,07/23/2019,21,4DSD,TOYOT,T,69330,86330,89730,88880088,77.0,77,77,358173,T301,A,0938A,,K,F,398,Park Pl,,0,408,D1,,  Y  Y,0930A,1100A,BLACK,,0,,0,19,,,,
1469549,8756664813,GWK6326,NY,PAS,08/01/2019,21,SUBN,CHEVR,T,25390,18950,18990,20210325,23.0,23,23,355183,T103,D,0812A,,NY,F,1465,Madison Ave,,0,408,D1,, YYYYYY,0800A,0830A,BK,,2005,,0,29,,,,
2867494,4664611500,T728355C,NY,OMT,08/29/2019,36,SUBN,HONDA,V,10350,40404,40404,0,,0,0,0,,,0227P,,BK,,,NB 4TH AVE @ 13TH ST,,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3139931,8705831180,37603JH,NY,COM,08/28/2019,78,VAN,CHEVR,T,18590,24890,10210,20191031,19.0,19,19,361360,T800,D2,0907P,,NY,F,178,E 80th St,,0,408,F1,,YYYYYYY,0900P,0500A,GY,,2005,,0,A,,,,
3087601,8677237896,XCBC81,NJ,PAS,09/11/2019,42,VAN,FORD,T,34510,10410,10510,88880088,14.0,14,14,363476,MTTF,H,1011A,0957A,NY,F,52,W 37th St,,0,408,H1,, YYYYY,0600A,0600P,WHITE,,0,,0,24,,,,
7316633,4676111010,JKA1724,NY,PAS,01/14/2020,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,1025A,,BX,,,WB BRONXDALE AVE @ W,ALLACE AVE,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1033499,8759255195,C65KPR,NJ,PAS,07/20/2019,14,PICK,FORD,T,30790,10510,32685,88880088,1.0,1,1,356563,T105,D,0156P,,NY,O,233,Spring St,,0,408,F1,,YYYYYYY,,,WHITE,,0,,0,035,,,,
5979088,8772110764,MAJOR01,NY,COM,10/30/2019,38,VAN,NISSA,T,13610,35290,35310,20211130,20.0,20,20,368500,T103,E,0936A,,NY,F,2166,Broadway,,0,408,B,, YYYYYY,0800A,1000P,WH,,2013,,0,14,,,,
8382189,4677273492,JEZ7470,NY,PAS,01/28/2020,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,0753A,,QN,,,EB QUEENS BLVD @ 71S,T RD,0,1180,B,T,,,,GR,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5927093,8761819670,HUV5017,NY,PAS,11/01/2019,70,4DSD,HONDA,T,69220,22240,26910,20191029,46.0,46,46,368466,T201,P,1207P,,BX,F,1755,Topping Ave,,0,408,J6,,YYYYYYY,,,WH,,2015,,0,44,,,,
9353402,8793976306,HJH9068,NY,PAS,01/30/2020,46,SUBN,SUBAR,T,36550,0,0,20200718,32.0,32,32,354084,T103,Y,0126P,,NY,I,S,W 139th St,40ft E/of Adam Clayt,0,408,F1,,YYYYYYY,,,WH,,2016,,0,C,,,,
69186,4658564804,HDX7619,NY,PAS,07/15/2019,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0450P,,BX,,,NB BAILEY AVE @ W 19,3RD ST,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2131789,8742579740,GVT3959,NY,PAS,08/10/2019,46,SUBN,ACURA,T,24690,36430,36450,20210203,32.0,32,32,365332,T103,M,0306P,,NY,O,475,Lenox Ave,,0,408,F1,,YYYYYYY,,,GY,,2006,,0,D,,,,
9782886,8768494427,HZL1949,NY,OMS,02/28/2020,20,SUBN,TOYOT,T,24890,0,0,20200930,23.0,23,23,354070,T103,CC,0819A,,NY,I,E,Lexington Ave,75ft N/of E 111th St,0,408,K2,,YYYYYYY,,,BK,,2019,,0,CC1,,,,
6877825,8747783953,CGM1424,NY,PAS,12/18/2019,16,SUBN,CHRYS,T,26190,50320,68020,88880088,40.0,40,40,367905,T201,J,0150P,,BX,O,402,E 151st St,,0,408,F1,, YYYYYY,0800A,0500P,SILVE,,0,,0,22,,,,
3971275,8774113940,KXC0230,PA,PAS,10/10/2019,38,4DSD,CHEVR,T,7540,9090,64290,88880088,114.0,114,114,368595,T401,J,0101P,,Q,O,38-04,28th Ave,,0,408,I4,, YYYYYY,0900A,0700P,RED,,0,,0,25,,,,
9883669,8800475176,JHV8906,NY,PAS,02/26/2020,14,SUBN,KIA,T,87430,34930,7180,20210724,72.0,72,72,332021,T302,N,0841A,,K,F,302,Vanderbilt St,,0,408,C,, YYYYY,0800A,1000A,GY,,2017,,0,J,,,,
5478575,4670456830,GMJ4120,NY,PAS,10/28/2019,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0648P,,BK,,,EB 37TH ST @ FT HAMI,LTON PKWY,0,1180,B,T,,,,DKGY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7066959,8784421058,XGXW68,NJ,PAS,12/05/2019,20,VAN,HIN,T,18890,10210,10110,88880088,23.0,23,23,354164,T103,H,1047A,,NY,O,215,E 96th St,,0,408,F1,, YYYYY,0800A,0600P,GREEN,,0,,0,31,,,,
8615850,8780533826,GDP6926,NY,PAS,02/04/2020,38,SUBN,TOYOT,T,49690,0,0,20201115,107.0,107,107,366503,T402,H,0502P,,Q,I,N,Hillside Ave,1ft E/of Kingston Pl,0,408,I3,, YYYYYY,0900A,0700P,WH,,2017,,0,33,,,,
7057199,8787760915,XHHY18,NJ,PAS,12/07/2019,40,VAN,DODGE,T,17810,10110,32620,20190088,17.0,17,17,347687,MTTF,C,0407P,,NY,O,304,E 41st St,,0,408,I3,,YYYYYYY,,,WHITE,,0,,0,07,,,,
7690571,4675529756,BGBN,NY,SRF,01/07/2020,36,PICK,FORD,V,0,0,0,0,,0,0,0,,,0811A,,BX,,,NB EDWARD L GRANT HW,Y @ W 170TH ST,0,1180,B,T,,,,BK,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9786289,8764480963,KEGG57,FL,PAS,02/26/2020,37,SUBN,PORSC,T,10110,17230,17250,20210788,9.0,9,9,363983,T101,C,1038A,1029A,NY,O,205,2nd Ave,,0,408,C,, YYYYYY,0830A,1000P,WHITE,,0,,0,37,,,,
8980708,8538196406,BGJ3989,NY,PAS,02/03/2020,40,SUBN,CHEVR,T,31530,54100,52130,20200225,83.0,83,83,371239,T301,F,0527P,,K,F,1501,Dekalb Ave,,0,408,I4,,YYYYYYY,,,GR,,0,,0,11,,,,
7406312,8726094691,JKZ9211,NY,PAS,01/23/2020,21,SUBN,NISSA,T,42630,9080,9130,20211115,66.0,66,66,370889,T302,Q,0930A,,K,O,5008,Fort Hamilton Pkwy,,0,408,D1,,    Y,0830A,1000A,BK,,2017,,0,24,,,,
7927260,8715489449,PAN6953,MN,PAS,01/14/2020,14,TRAC,FRUEH,T,34470,13610,10610,20200288,14.0,14,14,353486,T501,A,0702A,,NY,O,129,W 35th St,,0,408,I3,,YYYYYYY,,,WHITE,,0,,0,01,,,,
